27/01/2021 > 15:34:20 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 15:37:53 PM: SQL (SELECT * FROM employee, workstation, company, employee_rank WHERE (1=1)AND workstation.wrkst_id = employee.emp_wrkst_id AND employee.emp_cmp_id = company.cmp_id AND employee_rank.emp_rank_id = employee.emp_rank_id  AND emp_rank_id =1  ORDER BY emp_name ASC LIMIT 20 OFFSET 0)
27/01/2021 > 15:38:01 PM: SQL (SELECT * FROM employee, workstation, company, employee_rank WHERE (1=1)AND workstation.wrkst_id = employee.emp_wrkst_id AND employee.emp_cmp_id = company.cmp_id AND employee_rank.emp_rank_id = employee.emp_rank_id  AND emp_rank_id =4  ORDER BY emp_name ASC LIMIT 20 OFFSET 0)
27/01/2021 > 15:38:31 PM: SQL (SELECT * FROM employee, workstation, company, employee_rank WHERE (1=1)AND workstation.wrkst_id = employee.emp_wrkst_id AND employee.emp_cmp_id = company.cmp_id AND employee_rank.emp_rank_id = employee.emp_rank_id  AND emp_rank_id =1  ORDER BY emp_name ASC LIMIT 20 OFFSET 0)
27/01/2021 > 15:38:34 PM: SQL (SELECT * FROM employee, workstation, company, employee_rank WHERE (1=1)AND workstation.wrkst_id = employee.emp_wrkst_id AND employee.emp_cmp_id = company.cmp_id AND employee_rank.emp_rank_id = employee.emp_rank_id  AND emp_rank_id =1  ORDER BY emp_name ASC LIMIT 20 OFFSET 0)
27/01/2021 > 15:38:51 PM: SQL (SELECT * FROM employee, workstation, company, employee_rank WHERE (1=1)AND workstation.wrkst_id = employee.emp_wrkst_id AND employee.emp_cmp_id = company.cmp_id AND employee_rank.emp_rank_id = employee.emp_rank_id  AND emp_rank_id =1 AND emp_wrkst_id =3  ORDER BY emp_name ASC LIMIT 20 OFFSET 0)
27/01/2021 > 15:38:54 PM: SQL (SELECT * FROM employee, workstation, company, employee_rank WHERE (1=1)AND workstation.wrkst_id = employee.emp_wrkst_id AND employee.emp_cmp_id = company.cmp_id AND employee_rank.emp_rank_id = employee.emp_rank_id  AND emp_rank_id =1 AND emp_wrkst_id =3  ORDER BY emp_name ASC LIMIT 20 OFFSET 0)
27/01/2021 > 15:46:07 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 15:57:41 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:00:10 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:00:18 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:00:18 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:00:52 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:01:40 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:01:43 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (user_status = 0)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:01:44 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (user_status = 1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:01:46 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:01:49 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1) AND user_type_id =0  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:01:50 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1) AND user_type_id =1  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:01:52 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1) AND user_type_id =2  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:01:55 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:01:59 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:02:01 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:02:04 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY emp_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:02:06 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY emp_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:02:27 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:02:39 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1) AND (employee.emp_name LIKE '%jose%' OR user_name = 'jose')  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:02:41 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:02:45 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:04:41 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:04:46 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:05:05 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:05:08 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:05:11 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:05:38 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:05:40 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1) AND (employee.emp_name LIKE '%kk%' OR user.user_name LIKE '%kk%')  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:05:41 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:05:43 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:06:01 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:07:38 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
